Sample	theta_A	theta_B	theta_C	theta_D	theta_AB	theta_ABC	theta_root	tau_AB	tau_ABC	tau_root	m_D->B	Data-ld-ln	Full-ld-ln	Gene-ld-ln
4011	 3.03427	 1.61474	 1.99767	 5.93856	 0.07511	 2.69444	 4.88873	 0.09009	 0.09039	 0.74840	19.25510	-1348.512319	-1401769.823636	-53257.505090
4012	 3.12781	 1.55181	 2.09492	 6.19620	 0.07261	 2.70533	 5.09971	 0.09045	 0.09075	 0.75142	18.86136	-1348.342160	-1401752.131379	-53409.971803
4013	 3.30746	 1.58744	 2.00739	 5.99882	 0.07147	 2.69754	 5.08503	 0.09019	 0.09049	 0.74926	18.68531	-1348.351940	-1401717.407642	-53365.467541
4014	 3.45076	 1.58328	 1.87727	 6.20556	 0.07551	 2.69047	 4.80784	 0.08996	 0.09026	 0.74730	19.06477	-1348.353546	-1401750.632876	-53397.087108
4015	 3.34558	 1.52501	 1.88143	 6.07535	 0.07333	 2.58719	 5.07815	 0.09016	 0.09046	 0.74896	18.55652	-1348.358126	-1401750.164406	-53392.038213
4016	 3.44204	 1.58001	 1.83335	 6.09735	 0.07476	 2.47304	 5.09653	 0.09048	 0.09078	 0.75167	18.86581	-1348.273445	-1401760.431343	-53486.986836
4017	 3.26331	 1.64300	 1.71570	 6.22598	 0.07248	 2.55677	 5.07351	 0.09007	 0.09037	 0.74827	18.51151	-1348.357162	-1401813.255034	-53456.093391
4018	 3.25025	 1.72044	 1.76805	 6.37973	 0.07219	 2.54654	 5.05321	 0.08971	 0.09001	 0.74528	19.17851	-1348.293685	-1401749.783267	-53456.097835
4019	 3.39589	 1.81753	 1.74159	 6.81234	 0.07500	 2.55403	 5.06807	 0.08998	 0.09028	 0.76762	18.49909	-1348.415709	-1401717.271459	-53301.562288
4020	 3.27956	 1.88808	 1.82253	 7.00958	 0.07894	 2.55761	 5.07518	 0.09010	 0.09040	 0.75140	17.95487	-1348.317389	-1401747.048488	-53429.659711
4021	 3.17073	 1.96713	 1.73857	 7.33711	 0.07554	 2.63063	 5.05477	 0.08974	 0.09004	 0.74837	18.48261	-1348.238026	-1401740.960754	-53502.935051
4022	 3.16255	 1.93805	 1.73409	 7.57382	 0.07686	 2.62385	 5.01336	 0.08951	 0.08981	 0.77341	18.19039	-1348.669237	-1401794.774229	-53125.536915
4023	 3.28284	 2.03028	 1.77614	 7.87370	 0.07348	 2.61924	 5.00455	 0.08935	 0.08965	 0.77205	17.91877	-1348.562736	-1401826.046765	-53263.310996
4024	 3.36724	 1.94369	 1.78229	 8.35102	 0.07682	 2.62831	 5.02188	 0.08966	 0.08996	 0.78386	17.47828	-1348.629246	-1401774.404272	-53145.158188
4025	 3.57831	 1.98513	 1.84892	 8.72860	 0.07415	 2.69119	 5.10260	 0.08953	 0.08983	 0.78273	17.86830	-1348.401672	-1401733.231995	-53331.559953
4026	 3.46767	 2.01796	 1.78331	 8.23979	 0.07398	 2.68499	 5.09083	 0.08933	 0.08962	 0.78092	17.48595	-1348.331079	-1401683.612253	-53352.533260
4027	 3.57410	 2.02182	 1.87014	 7.98534	 0.07068	 2.69013	 5.02171	 0.08950	 0.08979	 0.78242	17.72938	-1348.509606	-1401710.111826	-53200.505697
4028	 3.69217	 1.93320	 1.92270	 7.61093	 0.06828	 2.68029	 4.78355	 0.08917	 0.08947	 0.77956	17.60253	-1348.362297	-1401691.688927	-53329.391693
4029	 3.47757	 1.85929	 1.81747	 7.32067	 0.06477	 2.67143	 4.76775	 0.08887	 0.08917	 0.77698	17.94870	-1348.351818	-1401735.373140	-53383.554736
4030	 3.64617	 1.78281	 1.75124	 7.63395	 0.06625	 2.66536	 4.93123	 0.08867	 0.08897	 0.77522	18.29648	-1348.296548	-1401738.782785	-53442.235079
4031	 3.83161	 1.73803	 1.83466	 8.01479	 0.06771	 2.67588	 4.95069	 0.08902	 0.08932	 0.77827	17.83158	-1348.588820	-1401728.110155	-53139.289938
4032	 3.99954	 1.81542	 1.84114	 8.23159	 0.06440	 2.79568	 5.18052	 0.08934	 0.08963	 0.78103	17.39882	-1348.484817	-1401711.240098	-53226.422676
4033	 3.89989	 1.86386	 1.90662	 7.84813	 0.06084	 2.78807	 5.16642	 0.08909	 0.08939	 0.79831	17.73713	-1348.765797	-1401719.072909	-52953.275892
4034	 3.88775	 1.73181	 1.93578	 7.63657	 0.05806	 2.77939	 5.15034	 0.08882	 0.08911	 0.79583	17.44828	-1348.598336	-1401738.013283	-53139.676865
4035	 3.87606	 1.68687	 1.93235	 7.78398	 0.06060	 2.81329	 5.14121	 0.08866	 0.08895	 0.79442	17.84427	-1348.778092	-1401750.797028	-52972.704900
4036	 3.97118	 1.63981	 2.03159	 7.38166	 0.06359	 2.90904	 4.93181	 0.08886	 0.08916	 0.79626	17.41531	-1348.590717	-1401683.174160	-53092.457404
4037	 3.92728	 1.66714	 2.07856	 7.76331	 0.06645	 2.77746	 5.04688	 0.08907	 0.08936	 0.79806	17.06637	-1348.596108	-1401700.784875	-53104.677061
4038	 4.01654	 1.66293	 1.99728	 7.94080	 0.06628	 2.77045	 5.03414	 0.08884	 0.08914	 0.79604	16.61289	-1348.605574	-1401745.894189	-53140.320027
4039	 4.10729	 1.73460	 2.05029	 7.49406	 0.06743	 2.85942	 5.00959	 0.08841	 0.08870	 0.79216	16.96247	-1348.582553	-1401729.111011	-53146.557665
4040	 4.08159	 1.82033	 1.97861	 7.48085	 0.06980	 2.85438	 5.00076	 0.08825	 0.08855	 0.79076	17.12053	-1348.657435	-1401735.104340	-53077.669146
4041	 3.89338	 1.75174	 1.98598	 7.83420	 0.07006	 2.86500	 5.26126	 0.08858	 0.08887	 0.79371	16.69084	-1348.852513	-1401698.249759	-52845.736474
4042	 3.67965	 1.70584	 2.04974	 7.91185	 0.07188	 2.85575	 5.24427	 0.08829	 0.08859	 0.79114	16.41140	-1348.860892	-1401798.509807	-52937.617910
4043	 3.56614	 1.60700	 2.11182	 8.13134	 0.06818	 2.85111	 5.28305	 0.08815	 0.08844	 0.78986	16.43815	-1348.816972	-1401743.144193	-52926.171795
4044	 3.43348	 1.54411	 2.19124	 8.65287	 0.07170	 2.91971	 5.30143	 0.08846	 0.08875	 0.79260	16.55934	-1348.954440	-1401762.450989	-52808.011197
4045	 3.66696	 1.52756	 2.23133	 8.63494	 0.07324	 2.81118	 5.29044	 0.08827	 0.08857	 0.79096	16.92440	-1348.975030	-1401755.098921	-52780.068864
4046	 3.67389	 1.61122	 2.15205	 9.24853	 0.07116	 2.81649	 5.30044	 0.08844	 0.08873	 0.79246	16.44277	-1348.787287	-1401683.883043	-52896.595554
4047	 3.82208	 1.66400	 2.08889	 9.21660	 0.06826	 2.80677	 5.13743	 0.08814	 0.08843	 0.78972	16.16932	-1348.688186	-1401686.977617	-52998.791325
4048	 3.83202	 1.62844	 2.03154	 8.85519	 0.07116	 2.81406	 5.15079	 0.08836	 0.08866	 0.79177	16.45726	-1348.896332	-1401772.505182	-52876.173088
4049	 3.73108	 1.56145	 2.16692	 9.39364	 0.06868	 2.82662	 5.29519	 0.08876	 0.08905	 0.79531	16.78069	-1348.639689	-1401704.038690	-53064.349865
4050	 3.76292	 1.58512	 2.26210	 9.66497	 0.07059	 2.81639	 5.27601	 0.08844	 0.08873	 0.79243	16.47710	-1348.766647	-1401746.833436	-52980.186823
4051	 3.87853	 1.65271	 2.19314	10.15025	 0.06678	 2.82738	 5.41710	 0.08878	 0.08908	 0.79552	16.81069	-1348.860445	-1401726.728930	-52866.283686
4052	 3.66584	 1.65511	 2.14167	 9.76254	 0.06421	 2.83148	 5.38397	 0.08891	 0.08921	 0.79668	16.41668	-1348.838194	-1401725.217384	-52887.023758
4053	 3.54330	 1.54731	 2.13346	 9.97377	 0.06397	 2.82062	 5.36332	 0.08857	 0.08886	 0.79362	16.20555	-1348.820427	-1401698.300290	-52877.873264
4054	 3.61959	 1.51680	 2.05936	 9.51771	 0.06034	 2.81031	 5.22299	 0.08825	 0.08854	 0.79072	16.60517	-1348.751949	-1401655.681870	-52903.733079
4055	 3.44024	 1.52129	 2.06546	 9.24542	 0.06269	 2.93673	 5.23845	 0.08851	 0.08880	 0.79306	16.18337	-1348.713713	-1401701.085707	-52987.372971
4056	 3.64156	 1.47987	 1.96062	 9.22016	 0.06505	 2.92871	 5.11855	 0.08827	 0.08856	 0.79089	15.98324	-1348.775432	-1401711.127809	-52935.695726
4057	 3.64918	 1.43035	 1.87987	 8.87368	 0.06404	 2.78205	 5.12926	 0.08845	 0.08874	 0.79255	15.79430	-1348.699856	-1401705.773720	-53005.917825
4058	 3.63911	 1.50581	 1.92701	 8.84918	 0.06177	 2.77437	 5.11510	 0.08821	 0.08850	 0.78058	16.06177	-1348.554208	-1401707.595841	-53153.387873
4059	 3.52884	 1.43047	 1.82758	 8.51793	 0.06477	 2.70048	 5.12441	 0.08837	 0.08866	 0.78200	15.84417	-1348.602182	-1401726.382461	-53124.200348
4060	 3.61264	 1.37389	 1.87509	 8.84067	 0.06624	 2.69199	 5.24181	 0.08809	 0.08838	 0.77954	16.02424	-1348.605832	-1401734.292464	-53128.460156
4061	 3.72394	 1.46685	 1.92528	 9.04647	 0.07063	 2.69780	 5.16624	 0.08828	 0.08857	 0.78122	16.32431	-1348.601157	-1401670.904347	-53069.746995
4062	 3.88037	 1.41892	 1.98758	 9.41597	 0.06670	 2.70172	 5.25824	 0.08841	 0.08870	 0.78236	15.93483	-1348.665883	-1401718.473531	-53052.590182
4063	 4.03067	 1.41403	 2.07116	 9.13122	 0.06268	 2.69239	 5.24009	 0.08810	 0.08840	 0.77966	15.57981	-1348.683857	-1401758.718525	-53074.861526
4064	 4.10730	 1.43408	 2.12421	 8.68946	 0.06007	 2.68661	 4.96205	 0.08791	 0.08821	 0.77798	15.22249	-1348.495231	-1401778.563011	-53283.331939
4065	 4.33715	 1.45626	 2.03310	 8.41199	 0.06171	 2.67956	 5.05564	 0.08768	 0.08797	 0.77594	14.96981	-1348.649104	-1401781.176180	-53132.072278
4066	 4.19567	 1.52112	 1.99072	 8.10320	 0.06033	 2.68792	 5.07142	 0.08796	 0.08825	 0.77836	15.23845	-1348.522455	-1401764.997740	-53242.542744
4067	 4.06807	 1.49018	 1.96382	 8.13347	 0.05764	 2.61295	 5.09036	 0.08828	 0.08858	 0.79220	14.74145	-1348.373378	-1401715.926695	-53342.548425
4068	 4.19448	 1.43248	 2.04021	 7.88516	 0.05503	 2.60433	 5.07358	 0.08799	 0.08829	 0.78959	14.58759	-1348.421082	-1401721.059432	-53299.977194
4069	 3.98632	 1.43546	 2.04446	 8.31260	 0.05343	 2.60975	 4.85806	 0.08818	 0.08847	 0.79123	14.14423	-1348.246100	-1401702.046624	-53455.946491
4070	 4.21966	 1.50496	 2.03581	 8.27743	 0.05259	 2.67104	 4.94242	 0.08780	 0.08810	 0.78788	14.27868	-1348.135552	-1401716.431790	-53580.880040
4071	 4.21155	 1.50207	 1.98058	 8.43189	 0.05396	 2.74803	 4.93292	 0.08763	 0.08793	 0.78637	14.05317	-1348.293973	-1401777.069422	-53483.096455
4072	 4.12044	 1.47372	 2.04181	 8.51951	 0.05163	 2.73590	 4.91115	 0.08725	 0.08754	 0.78290	14.42731	-1348.282012	-1401730.258963	-53448.247055
4073	 4.01234	 1.49912	 1.96054	 8.72390	 0.05148	 2.72763	 4.77979	 0.08698	 0.08727	 0.78053	14.37378	-1348.520967	-1401791.199549	-53270.232764
4074	 3.78819	 1.44473	 1.86804	 8.39365	 0.05129	 2.65111	 4.76239	 0.08667	 0.08696	 0.77769	14.70811	-1348.256750	-1401752.186823	-53495.437163
4075	 3.69316	 1.40468	 1.94711	 8.15505	 0.04896	 2.64624	 4.75364	 0.08651	 0.08680	 0.77626	15.12356	-1348.229318	-1401719.492824	-53490.174698
4076	 3.84310	 1.33043	 2.06011	 8.12659	 0.04773	 2.74174	 4.87385	 0.08621	 0.08649	 0.77355	15.43289	-1348.308986	-1401720.408850	-53411.422867
4077	 3.83498	 1.39047	 2.10717	 7.76869	 0.04763	 2.73595	 5.05421	 0.08602	 0.08631	 0.79470	15.92798	-1348.583385	-1401763.828919	-53180.444346
4078	 3.82953	 1.45904	 2.12845	 7.43894	 0.04670	 2.73206	 5.04704	 0.08590	 0.08619	 0.79357	15.81813	-1348.718685	-1401776.251524	-53057.566810
4079	 3.87443	 1.51175	 2.25308	 7.78427	 0.04552	 2.91553	 5.06072	 0.08613	 0.08642	 0.79572	15.44877	-1348.526301	-1401713.566784	-53187.265966
4080	 4.00375	 1.55264	 2.38375	 8.19975	 0.04456	 2.92988	 5.27215	 0.08656	 0.08685	 0.79964	15.69941	-1348.935520	-1401790.382758	-52854.862780
4081	 3.82733	 1.47428	 2.48214	 8.73505	 0.04156	 3.07664	 5.15854	 0.08686	 0.08715	 0.80241	16.07699	-1348.927309	-1401800.194814	-52872.885510
4082	 3.97198	 1.43407	 2.36764	 9.12278	 0.04348	 3.08092	 5.16571	 0.08698	 0.08727	 0.82548	15.70592	-1348.995311	-1401755.112848	-52759.802021
4083	 3.76235	 1.39713	 2.37856	 8.74280	 0.04517	 3.09512	 5.18953	 0.08738	 0.08767	 0.82929	15.75346	-1348.832009	-1401749.673370	-52917.664308
4084	 3.92870	 1.32041	 2.28074	 9.28083	 0.04879	 3.09789	 5.19416	 0.08746	 0.08775	 0.83002	16.14538	-1348.917517	-1401760.385607	-52842.868572
4085	 3.82885	 1.35678	 2.33029	 9.03267	 0.05069	 3.09789	 5.19416	 0.08746	 0.08775	 0.83002	15.80503	-1348.920887	-1401766.929750	-52846.042306
4086	 3.73942	 1.28993	 2.24490	 8.57922	 0.05221	 2.96755	 5.16932	 0.08704	 0.08733	 0.82606	16.09975	-1348.931724	-1401746.003120	-52814.279075
4087	 3.52864	 1.30271	 2.21539	 8.17854	 0.05363	 2.96057	 5.15716	 0.08684	 0.08712	 0.82411	15.86393	-1348.736560	-1401686.782225	-52950.222356
4088	 3.36444	 1.25411	 2.28586	 7.69197	 0.05044	 2.94804	 5.13534	 0.08647	 0.08676	 0.79677	15.62814	-1348.641052	-1401739.626709	-53098.575028
4089	 3.35113	 1.21202	 2.17276	 7.66153	 0.05220	 2.93638	 5.11502	 0.08613	 0.08641	 0.79362	15.10940	-1348.787927	-1401737.448408	-52949.521425
4090	 3.35846	 1.25802	 2.12762	 7.81403	 0.05116	 2.94280	 5.12622	 0.08631	 0.08660	 0.79536	15.34269	-1348.577276	-1401705.337981	-53128.061756
4091	 3.21262	 1.22839	 2.11029	 7.83860	 0.04994	 3.04841	 5.14233	 0.08659	 0.08687	 0.79786	15.03667	-1348.763721	-1401712.442301	-52948.720881
4092	 3.41876	 1.20388	 2.03723	 8.27662	 0.04755	 3.06276	 5.04391	 0.08699	 0.08728	 0.79802	15.32520	-1348.785443	-1401749.098465	-52963.655121
4093	 3.30415	 1.27535	 1.92529	 8.30043	 0.04611	 3.07157	 5.05842	 0.08724	 0.08753	 0.80031	15.40266	-1348.794844	-1401783.550124	-52988.706229
4094	 3.40832	 1.20869	 1.89725	 8.05559	 0.04445	 3.19711	 5.04538	 0.08702	 0.08731	 0.79825	15.19958	-1348.855502	-1401724.998278	-52869.496096
4095	 3.41617	 1.16368	 1.97281	 8.07412	 0.04688	 3.15358	 5.05699	 0.08722	 0.08751	 0.80008	15.51697	-1348.864917	-1401747.540570	-52882.623512
4096	 3.29131	 1.16735	 1.90949	 8.56488	 0.04826	 3.16353	 4.88900	 0.08749	 0.08779	 0.80261	15.33117	-1348.885286	-1401723.967576	-52838.682047
4097	 3.39099	 1.17108	 1.98023	 8.26096	 0.04740	 3.03905	 5.05370	 0.08777	 0.08807	 0.80517	15.13867	-1348.727787	-1401682.245288	-52954.458429
4098	 3.51987	 1.16677	 1.97344	 7.84039	 0.04861	 3.02862	 5.03637	 0.08747	 0.08776	 0.80241	15.37264	-1348.772389	-1401687.490186	-52915.100701
4099	 3.66765	 1.18986	 2.07936	 7.38999	 0.04716	 3.14896	 5.01896	 0.08717	 0.08746	 0.79963	15.23616	-1348.824111	-1401764.839623	-52940.729018
4100	 3.55816	 1.14673	 2.08132	 7.03019	 0.04882	 3.17921	 5.02368	 0.08725	 0.08754	 0.78853	15.41872	-1348.932324	-1401766.929285	-52834.605098
4101	 3.70098	 1.14993	 2.03205	 7.32883	 0.04895	 3.18805	 5.03765	 0.08749	 0.08779	 0.79073	14.99873	-1348.898253	-1401727.108681	-52828.855296
4102	 3.54752	 1.20166	 2.09528	 7.25269	 0.04740	 3.10135	 5.05181	 0.08774	 0.08803	 0.79295	15.26132	-1348.771677	-1401747.766429	-52976.089001
4103	 3.69077	 1.20483	 2.01163	 7.55391	 0.04552	 3.10953	 5.06513	 0.08797	 0.08826	 0.79504	14.94420	-1348.669683	-1401695.833506	-53026.150016
4104	 3.55172	 1.27082	 2.07830	 7.54196	 0.04743	 3.10461	 4.85411	 0.08783	 0.08812	 0.77398	15.34696	-1348.590219	-1401783.043518	-53192.824216
4105	 3.65680	 1.30665	 2.00605	 7.84330	 0.04968	 3.10924	 4.74979	 0.08796	 0.08826	 0.77513	15.00546	-1348.751561	-1401769.104264	-53017.542767
4106	 3.66467	 1.35225	 1.96018	 7.86019	 0.05140	 2.97933	 4.84415	 0.08815	 0.08845	 0.77680	14.78596	-1348.603973	-1401820.370333	-53216.397470
4107	 3.83316	 1.38433	 2.03332	 7.37695	 0.04985	 2.96542	 5.13281	 0.08774	 0.08803	 0.77317	15.22978	-1348.828314	-1401783.311057	-52954.997525
4108	 3.84329	 1.43057	 1.93371	 7.81834	 0.05177	 2.89639	 5.04039	 0.08797	 0.08827	 0.77522	15.58884	-1348.690854	-1401765.254586	-53074.400133
4109	 3.71193	 1.49553	 1.87305	 7.90460	 0.04927	 2.89268	 5.03395	 0.08786	 0.08815	 0.77423	15.74718	-1348.633770	-1401676.916327	-53043.146376
4110	 3.60928	 1.53616	 1.76906	 7.46062	 0.04921	 2.88888	 5.02732	 0.08775	 0.08804	 0.77321	16.31893	-1348.508020	-1401703.594748	-53195.574966
4111	 3.43104	 1.58659	 1.82025	 7.75883	 0.05073	 2.89860	 5.04424	 0.08804	 0.08833	 0.77581	16.07505	-1348.572810	-1401745.272441	-53172.462001
4112	 3.58670	 1.53027	 1.86194	 7.43921	 0.05297	 2.79886	 5.03475	 0.08788	 0.08817	 0.77435	15.74926	-1348.690147	-1401778.108441	-53087.961839
4113	 3.43041	 1.52635	 1.95890	 7.68408	 0.05545	 2.79170	 5.02187	 0.08765	 0.08794	 0.77237	15.97781	-1348.579783	-1401762.869946	-53183.087406
4114	 3.27671	 1.52045	 1.86191	 7.24380	 0.05803	 2.78090	 5.00245	 0.08731	 0.08760	 0.76938	15.77120	-1348.645575	-1401743.874293	-53098.298978
4115	 3.37380	 1.46212	 1.82694	 7.22295	 0.05995	 2.77290	 5.22032	 0.08706	 0.08735	 0.76717	16.17536	-1348.684169	-1401774.074890	-53089.905518
4116	 3.52589	 1.45832	 1.82219	 7.20419	 0.05979	 2.76569	 5.35435	 0.08683	 0.08712	 0.76518	16.55065	-1348.693304	-1401739.702135	-53046.397857
4117	 3.40303	 1.38569	 1.88820	 7.33006	 0.05695	 2.73938	 5.15006	 0.08658	 0.08687	 0.78477	16.42763	-1348.743412	-1401760.590735	-53017.178901
4118	 3.26330	 1.46556	 1.82582	 7.30142	 0.05526	 2.72868	 5.12994	 0.08624	 0.08653	 0.78170	16.21896	-1348.535679	-1401766.869798	-53231.191222
4119	 3.16478	 1.49399	 1.79185	 7.57289	 0.05348	 2.71857	 5.11093	 0.08592	 0.08621	 0.77881	15.95481	-1348.521206	-1401708.155903	-53186.950287
4120	 3.20295	 1.42811	 1.93610	 7.91291	 0.05414	 2.72185	 5.27723	 0.08603	 0.08631	 0.77975	15.79563	-1348.506702	-1401678.058011	-53171.355698
4121	 3.04516	 1.46690	 1.94216	 7.45136	 0.05609	 2.73036	 5.37083	 0.08629	 0.08658	 0.78219	15.89909	-1348.636408	-1401701.825364	-53065.417105
4122	 3.17957	 1.44471	 1.88214	 7.57864	 0.05833	 2.66652	 5.19342	 0.08651	 0.08680	 0.78418	15.65425	-1348.409186	-1401708.054645	-53298.868310
4123	 3.16849	 1.43968	 1.87558	 7.16358	 0.05791	 2.65723	 5.17532	 0.08621	 0.08650	 0.78145	16.10126	-1348.433457	-1401675.628934	-53242.172164
4124	 3.32055	 1.40898	 1.88028	 7.18155	 0.05805	 2.66389	 5.18830	 0.08643	 0.08672	 0.78341	15.83065	-1348.465212	-1401745.066569	-53279.854687
4125	 3.17218	 1.36280	 1.96613	 7.20856	 0.05664	 2.64078	 5.20781	 0.08675	 0.08704	 0.78636	16.04445	-1348.330892	-1401681.862936	-53350.970815
4126	 3.05883	 1.28910	 1.92076	 6.90853	 0.05768	 2.62863	 5.18384	 0.08636	 0.08664	 0.78274	15.96317	-1348.466718	-1401661.734821	-53195.016829
4127	 3.22049	 1.28507	 1.91474	 7.08576	 0.05934	 2.62040	 4.97337	 0.08609	 0.08637	 0.75799	16.38676	-1348.115110	-1401670.888908	-53555.779384
4128	 3.25615	 1.35540	 2.01301	 7.07257	 0.05923	 2.61553	 4.96412	 0.08593	 0.08621	 0.75658	16.77862	-1348.332282	-1401696.008827	-53363.727295
4129	 3.13840	 1.28024	 2.08966	 7.29769	 0.06134	 2.61868	 4.97011	 0.08603	 0.08631	 0.76975	16.80032	-1348.232780	-1401707.957477	-53475.177303
4130	 3.23065	 1.21808	 2.02758	 7.03982	 0.05856	 2.61868	 4.97011	 0.08603	 0.08631	 0.76975	16.66127	-1348.340437	-1401715.336444	-53374.899078
4131	 3.08689	 1.15369	 2.02268	 6.85856	 0.05659	 2.71779	 4.95810	 0.08582	 0.08611	 0.78413	17.09994	-1348.464517	-1401742.018727	-53277.501874
4132	 2.98057	 1.10253	 1.89633	 6.52145	 0.05885	 2.73591	 4.82769	 0.08618	 0.08647	 0.78744	16.81820	-1348.130751	-1401696.888526	-53566.137495
4133	 3.07995	 1.14618	 1.99634	 6.50008	 0.06049	 2.72694	 4.77012	 0.08590	 0.08619	 0.78486	16.36054	-1348.091074	-1401696.901683	-53605.827233
4134	 3.06849	 1.18996	 1.88928	 6.32614	 0.06193	 2.71680	 4.75239	 0.08558	 0.08587	 0.78194	16.18582	-1348.178583	-1401672.514912	-53493.931765
4135	 3.04753	 1.14954	 1.81709	 6.19873	 0.06088	 2.72464	 4.76609	 0.08583	 0.08611	 0.78420	16.04363	-1348.251293	-1401677.364940	-53426.072376
4136	 2.94923	 1.22327	 1.72201	 6.40886	 0.06331	 2.72825	 4.77242	 0.08594	 0.08623	 0.78524	15.83674	-1348.236369	-1401735.121666	-53498.752536
4137	 3.05461	 1.20043	 1.77590	 6.40886	 0.06093	 2.86523	 4.77242	 0.08594	 0.08623	 0.78524	15.60694	-1348.485257	-1401771.589325	-53286.332006
4138	 3.21309	 1.25766	 1.77272	 6.22240	 0.05819	 2.73110	 4.69269	 0.08579	 0.08607	 0.78383	15.84014	-1348.302990	-1401733.512219	-53430.521725
4139	 3.34981	 1.30989	 1.78503	 6.24055	 0.05976	 2.73907	 4.83801	 0.08604	 0.08632	 0.78612	16.07585	-1348.385380	-1401763.576787	-53378.197103
4140	 3.45442	 1.37317	 1.68995	 6.46495	 0.05779	 2.72851	 4.81936	 0.08571	 0.08599	 0.78309	16.63024	-1348.429995	-1401758.349984	-53328.354680
4141	 3.31259	 1.43969	 1.73992	 6.13765	 0.06107	 2.72062	 4.92509	 0.08546	 0.08574	 0.78082	17.09432	-1348.399971	-1401674.587762	-53274.616917
4142	 3.22214	 1.48177	 1.74356	 5.96041	 0.06403	 2.80961	 4.93540	 0.08564	 0.08592	 0.78246	17.46022	-1348.400613	-1401720.723604	-53320.110431
4143	 3.27502	 1.48487	 1.79645	 5.97290	 0.06199	 2.81549	 4.94574	 0.08582	 0.08610	 0.78410	17.11447	-1348.502511	-1401747.246613	-53244.735571
4144	 3.28713	 1.42279	 1.72319	 6.20565	 0.06457	 2.88285	 5.13946	 0.08613	 0.08642	 0.78700	16.83233	-1348.595170	-1401740.804520	-53145.634552
4145	 3.18788	 1.37031	 1.70079	 6.43618	 0.06096	 2.89715	 4.99440	 0.08656	 0.08685	 0.79090	16.43778	-1348.559981	-1401764.568621	-53204.587653
4146	 3.34709	 1.37502	 1.62439	 6.40522	 0.05892	 2.83964	 5.01157	 0.08686	 0.08715	 0.79362	16.58613	-1348.621822	-1401755.425877	-53133.603760
4147	 3.48187	 1.33159	 1.55197	 6.63266	 0.06153	 2.83406	 4.82186	 0.08669	 0.08698	 0.77909	16.96691	-1348.555043	-1401794.228249	-53239.185633
4148	 3.47075	 1.32734	 1.54701	 6.45887	 0.06010	 2.86572	 4.98467	 0.08641	 0.08670	 0.77660	16.84873	-1348.450349	-1401694.566493	-53244.217055
4149	 3.29174	 1.36726	 1.51986	 6.08236	 0.06175	 2.85003	 4.95737	 0.08594	 0.08622	 0.77235	16.55338	-1348.407682	-1401744.592079	-53336.909692
4150	 3.28156	 1.32541	 1.58101	 5.85503	 0.06578	 2.84121	 4.94203	 0.08567	 0.08596	 0.76996	16.17651	-1348.617956	-1401758.851057	-53140.895447
4151	 3.14304	 1.39538	 1.62967	 5.87484	 0.06308	 2.92840	 4.89626	 0.08596	 0.08625	 0.77256	16.24400	-1348.643990	-1401744.294195	-53100.303727
4152	 3.27769	 1.35157	 1.57029	 5.72224	 0.06395	 2.83689	 4.88397	 0.08575	 0.08603	 0.77062	15.92376	-1348.475610	-1401767.326396	-53291.716029
4153	 3.27414	 1.27914	 1.65201	 5.71605	 0.06170	 2.89647	 4.92841	 0.08565	 0.08594	 0.78290	16.38194	-1348.529795	-1401727.173721	-53197.378698
4154	 3.16053	 1.33494	 1.60811	 5.72300	 0.06178	 2.89999	 4.93441	 0.08576	 0.08604	 0.78386	16.87916	-1348.541624	-1401697.771304	-53156.147736
4155	 3.24408	 1.36420	 1.55220	 5.80981	 0.06160	 2.89145	 5.12747	 0.08551	 0.08579	 0.78155	17.16225	-1348.595669	-1401737.491662	-53141.822995
4156	 3.39310	 1.36558	 1.61027	 5.81566	 0.06484	 2.89437	 5.25177	 0.08559	 0.08588	 0.78234	17.35076	-1348.542684	-1401704.741929	-53162.058325
4157	 3.52014	 1.30042	 1.53811	 6.11042	 0.06231	 2.96369	 5.24024	 0.08540	 0.08569	 0.78062	17.03008	-1348.617797	-1401693.092965	-53075.296162
4158	 3.42822	 1.26873	 1.54085	 6.35496	 0.06531	 3.03289	 5.24955	 0.08556	 0.08584	 0.76094	17.14929	-1348.765367	-1401706.542321	-52941.175195
4159	 3.35037	 1.32969	 1.45873	 6.38865	 0.06664	 3.02626	 5.23807	 0.08537	 0.08565	 0.75928	17.46715	-1348.884040	-1401728.346994	-52844.306699
4160	 3.20972	 1.33752	 1.46732	 6.42628	 0.06752	 3.04408	 5.26893	 0.08587	 0.08616	 0.76375	17.04589	-1348.859427	-1401691.645325	-52832.218822
4161	 3.21396	 1.30879	 1.51082	 6.85492	 0.06532	 2.96252	 5.24489	 0.08548	 0.08576	 0.76027	17.42486	-1348.756085	-1401720.957152	-52964.871930
4162	 3.12751	 1.30339	 1.53825	 6.61460	 0.06256	 2.96419	 5.22326	 0.08513	 0.08541	 0.75713	17.13188	-1348.803409	-1401692.834921	-52889.425845
4163	 3.01748	 1.26479	 1.48654	 6.41908	 0.06521	 3.09140	 5.23545	 0.08533	 0.08561	 0.75890	16.74426	-1348.848337	-1401720.752409	-52872.415038
4164	 3.17556	 1.34700	 1.49279	 6.74185	 0.06350	 3.10440	 5.25746	 0.08568	 0.08597	 0.76209	17.02777	-1349.090795	-1401710.789917	-52619.994617
