Sample	theta_A	theta_B	theta_C	theta_D	theta_AB	theta_ABC	theta_root	tau_AB	tau_ABC	tau_root	m_D->B	Data-ld-ln	Full-ld-ln	Gene-ld-ln
156	 0.75049	 1.54465	 2.72891	 8.78342	 2.14924	 3.25646	 4.65210	 0.07224	 0.09326	 0.98810	14.88624	-1348.578259	-1401824.612171	-53246.353430
157	 0.78102	 1.63809	 2.58640	 8.29307	 2.05073	 3.25208	 4.64585	 0.07214	 0.09314	 1.00006	14.53460	-1348.864123	-1401818.254578	-52954.131338
158	 0.78440	 1.62992	 2.51701	 8.32899	 2.01189	 3.26617	 4.66597	 0.07245	 0.09354	 1.00439	14.32592	-1348.705345	-1401777.816916	-53072.471704
159	 0.77898	 1.63187	 2.64446	 8.66107	 1.95205	 3.27008	 4.67157	 0.07254	 0.09365	 1.00559	14.73053	-1348.747166	-1401748.821505	-53001.655177
160	 0.82248	 1.53301	 2.48248	 8.23495	 1.88715	 3.26876	 4.66968	 0.07251	 0.09362	 1.00518	14.56991	-1348.938974	-1401805.079838	-52866.106100
161	 0.82459	 1.59591	 2.40741	 8.25608	 1.77090	 3.27715	 4.68166	 0.07270	 0.09386	 1.00776	14.67630	-1348.972381	-1401834.186952	-52861.806112
162	 0.85856	 1.59922	 2.51087	 7.81085	 1.71849	 3.28396	 4.81381	 0.07285	 0.08883	 1.00986	14.98670	-1348.865106	-1401808.473202	-52943.367525
163	 0.81937	 1.50446	 2.61273	 7.36087	 1.78760	 3.34821	 4.80137	 0.07266	 0.08860	 1.01405	14.64092	-1348.974824	-1401787.585950	-52812.761527
164	 0.84338	 1.55260	 2.67113	 7.13061	 1.71236	 3.33518	 4.78269	 0.07238	 0.08825	 1.01010	15.02423	-1348.886328	-1401790.497073	-52904.168751
165	 0.86390	 1.54901	 2.79127	 7.17889	 1.62892	 3.32746	 4.88897	 0.07221	 0.08805	 1.00777	15.41163	-1348.987255	-1401763.380065	-52776.124775
166	 0.85186	 1.60349	 2.61985	 6.98833	 1.55777	 3.32806	 4.88985	 0.07222	 0.08807	 0.97309	15.23238	-1348.720734	-1401756.319659	-53035.585590
167	 0.87794	 1.60200	 2.61741	 6.98183	 1.54071	 3.32497	 4.88530	 0.07215	 0.08798	 0.97218	15.50211	-1348.992067	-1401811.170531	-52819.103925
168	 0.84973	 1.60701	 2.62559	 7.18350	 1.60367	 3.33536	 4.90057	 0.07238	 0.08826	 0.97522	15.69239	-1349.007185	-1401765.029079	-52757.844245
169	 0.88487	 1.69011	 2.76830	 7.48372	 1.55774	 3.28964	 4.80995	 0.07261	 0.08854	 0.97829	15.86363	-1348.938195	-1401815.839544	-52877.644406
170	 0.91518	 1.62893	 2.65114	 7.36469	 1.50180	 3.35741	 4.82739	 0.07287	 0.08886	 0.98184	15.49678	-1348.871559	-1401783.424773	-52911.866045
171	 0.91790	 1.60565	 2.65902	 7.14070	 1.50626	 3.36738	 4.84173	 0.07309	 0.08912	 0.98475	15.57959	-1349.052169	-1401834.523172	-52782.353816
172	 0.95980	 1.65626	 2.64758	 7.42083	 1.53619	 3.22690	 4.82090	 0.07789	 0.08874	 0.98052	15.81418	-1348.923317	-1401751.727386	-52828.410695
173	 0.94438	 1.61338	 2.74377	 7.19916	 1.62877	 3.23417	 4.83177	 0.07806	 0.08894	 0.98273	16.25835	-1349.059688	-1401787.745793	-52728.058103
174	 0.91848	 1.67740	 2.63185	 7.18079	 1.72498	 3.22592	 4.81944	 0.07786	 0.08871	 0.98022	16.79664	-1348.839156	-1401755.309554	-52916.153321
175	 0.95000	 1.64843	 2.55973	 6.96159	 1.82616	 3.23292	 4.82989	 0.07803	 0.08890	 1.00072	17.12489	-1349.084505	-1401781.325723	-52696.820484
176	 0.98087	 1.69776	 2.58933	 7.40305	 1.88544	 3.22118	 4.60393	 0.07775	 0.08858	 0.96512	16.78415	-1348.638730	-1401766.500786	-53127.771031
177	 0.96131	 1.64380	 2.72366	 7.12529	 1.80356	 3.23059	 4.61738	 0.07798	 0.08884	 0.96794	16.43705	-1348.913286	-1401789.183877	-52875.897852
178	 0.93011	 1.72263	 2.80464	 7.12529	 1.86210	 3.37070	 4.61738	 0.07798	 0.08884	 0.96794	16.28242	-1348.831174	-1401765.213662	-52934.039806
179	 0.93001	 1.64879	 2.64933	 7.26654	 1.83154	 3.37036	 4.61691	 0.07797	 0.08883	 0.99161	16.08423	-1348.883098	-1401778.756931	-52895.659100
180	 0.95611	 1.69624	 2.79671	 6.95419	 1.78404	 3.35965	 4.60225	 0.07772	 0.08855	 0.98846	15.81127	-1348.936494	-1401758.652193	-52822.157795
181	 0.95423	 1.67546	 2.68149	 7.24213	 1.81841	 3.35305	 4.59321	 0.07757	 0.08838	 1.01133	16.23984	-1348.870777	-1401790.431642	-52919.654376
182	 1.00514	 1.61591	 2.62710	 7.26112	 1.82317	 3.36184	 4.73475	 0.07777	 0.08861	 1.01398	16.53672	-1348.898119	-1401773.836546	-52875.717847
183	 0.96237	 1.68244	 2.53429	 7.27955	 1.80116	 3.29126	 4.74677	 0.07797	 0.08883	 1.01655	16.72579	-1349.019014	-1401795.243526	-52776.229471
184	 0.92684	 1.72069	 2.54410	 7.63674	 1.80813	 3.30399	 4.60040	 0.07827	 0.08918	 0.98979	16.35084	-1348.707431	-1401756.714287	-53049.283224
185	 0.92289	 1.76488	 2.45316	 7.95428	 1.75440	 3.16786	 4.58075	 0.07794	 0.08879	 0.96493	16.09881	-1348.638218	-1401789.152634	-53150.934745
186	 0.91973	 1.65990	 2.41111	 8.27754	 1.78677	 3.15703	 4.48825	 0.07982	 0.08849	 0.96163	15.80378	-1348.698008	-1401794.474171	-53096.465993
187	 0.95022	 1.70890	 2.47797	 7.95647	 1.68706	 3.31294	 4.50406	 0.08010	 0.08880	 0.96502	15.44593	-1348.689534	-1401762.480175	-53072.946077
188	 0.99987	 1.75657	 2.48477	 7.97829	 1.60596	 3.28370	 4.51642	 0.08032	 0.08905	 0.96767	15.17101	-1348.979822	-1401790.178486	-52810.356205
189	 1.03973	 1.85227	 2.56991	 7.60066	 1.55781	 3.27561	 4.50529	 0.07846	 0.08883	 0.96528	15.66867	-1348.772123	-1401752.350074	-52980.227496
190	 1.00196	 1.94022	 2.68063	 7.81798	 1.65908	 3.19370	 4.51836	 0.07869	 0.08908	 0.96808	15.92760	-1348.780950	-1401765.663626	-52984.713916
191	 0.95990	 2.00763	 2.60221	 7.84816	 1.59322	 3.20603	 4.53580	 0.07899	 0.08943	 0.97182	16.13681	-1348.726997	-1401779.768470	-53052.771879
192	 0.90625	 2.11483	 2.74988	 8.35009	 1.65613	 3.35626	 4.64164	 0.07916	 0.08962	 0.99737	15.89736	-1348.943634	-1401773.606593	-52829.972277
193	 0.88583	 2.01317	 2.84987	 8.05009	 1.68209	 3.49063	 4.65693	 0.07942	 0.08992	 1.00065	16.10888	-1349.031676	-1401828.665015	-52796.988570
194	 0.94392	 1.92019	 2.90989	 8.03871	 1.73421	 3.48570	 4.65034	 0.07931	 0.08979	 0.99924	16.65997	-1349.126424	-1401813.451130	-52687.026766
195	 0.99109	 1.91607	 3.02995	 8.02146	 1.73049	 3.47822	 4.64036	 0.07914	 0.08960	 0.99709	17.01586	-1349.167450	-1401800.078100	-52632.627782
196	 1.01842	 1.80571	 3.02435	 7.79834	 1.81834	 3.47179	 4.63179	 0.07899	 0.08943	 0.98333	17.18221	-1349.047686	-1401764.114658	-52716.428478
197	 0.98187	 1.72069	 3.24324	 8.13275	 1.86213	 3.41440	 4.62062	 0.07880	 0.08922	 0.98096	17.69296	-1349.086276	-1401796.498854	-52710.222478
198	 0.93915	 1.72651	 3.25421	 8.20888	 1.80352	 3.42595	 4.63625	 0.07907	 0.08952	 0.98427	18.17165	-1349.099528	-1401795.112624	-52695.584717
199	 0.93538	 1.79736	 3.41006	 7.96568	 1.85613	 3.41217	 4.61759	 0.07875	 0.08916	 0.96898	18.80920	-1348.937140	-1401785.905564	-52848.765380
200	 0.98199	 1.87721	 3.23326	 8.26223	 1.87507	 3.41944	 4.62743	 0.07892	 0.08935	 0.97104	18.36269	-1349.061969	-1401774.879912	-52712.910783
201	 0.94253	 1.87383	 3.02514	 8.24731	 1.80302	 3.41326	 4.45503	 0.07877	 0.08919	 0.96929	18.08124	-1348.928610	-1401806.595983	-52877.986262
202	 0.98971	 1.79984	 2.93220	 8.26706	 1.70002	 3.32473	 4.46570	 0.07896	 0.08940	 0.97161	17.64793	-1348.940072	-1401759.514374	-52819.442097
203	 1.01826	 1.75120	 2.81654	 8.58708	 1.81817	 3.33180	 4.47520	 0.07913	 0.08959	 0.97368	17.35388	-1348.867242	-1401806.877769	-52939.636121
204	 0.98592	 1.72154	 2.88275	 8.56699	 1.76495	 3.17961	 4.46473	 0.07895	 0.08938	 0.94787	17.22197	-1348.625375	-1401801.331849	-53175.956411
205	 0.94399	 1.77643	 2.76089	 8.41457	 1.69865	 3.18453	 4.47163	 0.07907	 0.08952	 0.97018	17.44207	-1348.698031	-1401791.218813	-53093.188255
206	 0.94135	 1.70296	 2.72464	 8.42393	 1.64834	 3.17565	 4.45917	 0.07511	 0.08927	 0.94350	17.69714	-1348.658009	-1401803.684929	-53145.675537
207	 0.91189	 1.59221	 2.79823	 8.00586	 1.59733	 3.16289	 4.44125	 0.07481	 0.08891	 0.93971	17.32886	-1348.540662	-1401785.290835	-53244.628576
208	 0.97592	 1.59549	 2.83661	 8.02685	 1.57491	 3.17119	 4.61493	 0.07500	 0.08914	 0.94217	17.62809	-1348.593646	-1401729.993959	-53136.347961
209	 1.02241	 1.52972	 2.69610	 8.04925	 1.54363	 3.18004	 4.62780	 0.07521	 0.08939	 0.94480	17.83705	-1348.771033	-1401806.818228	-53035.785692
210	 1.01923	 1.44903	 2.75449	 7.83314	 1.47793	 3.17015	 4.61342	 0.07498	 0.08911	 0.94186	18.21829	-1348.520645	-1401760.302980	-53239.658121
211	 1.06416	 1.44570	 2.74817	 7.59350	 1.50093	 3.16288	 4.60283	 0.07481	 0.08891	 0.93970	18.04524	-1348.661270	-1401773.030272	-53111.759974
212	 1.05905	 1.49814	 2.76091	 7.61955	 1.53962	 3.30595	 4.77723	 0.07506	 0.08921	 0.94292	18.39002	-1348.760643	-1401760.784849	-53000.141430
213	 1.05523	 1.49275	 2.87923	 7.92504	 1.59364	 3.18541	 4.76003	 0.07479	 0.08889	 0.93953	18.14321	-1348.860542	-1401780.939889	-52920.398300
214	 1.07586	 1.56626	 2.97088	 7.71026	 1.50522	 3.17316	 4.74173	 0.07451	 0.08855	 0.93592	18.37570	-1348.748597	-1401764.453329	-53015.855854
215	 1.03564	 1.63203	 2.87840	 7.68343	 1.58538	 3.16212	 4.72523	 0.07425	 0.08824	 0.93266	18.83096	-1348.888338	-1401816.191226	-52927.853121
216	 1.06703	 1.55168	 2.79468	 7.47317	 1.56440	 3.15311	 4.71176	 0.07404	 0.08799	 0.93000	18.66025	-1348.777044	-1401754.820120	-52977.775681
217	 1.10983	 1.59098	 2.85123	 7.45345	 1.62345	 3.14479	 4.69933	 0.07384	 0.08776	 0.92755	18.33179	-1348.838783	-1401807.712248	-52968.928761
218	 1.14815	 1.54317	 3.00926	 7.70156	 1.54319	 3.13705	 4.68777	 0.07366	 0.08754	 0.92527	18.11397	-1348.816017	-1401761.237790	-52945.220336
219	 1.19325	 1.55096	 2.93146	 7.31801	 1.49574	 3.09650	 4.71142	 0.07403	 0.08798	 0.92993	17.76268	-1348.724812	-1401749.852835	-53025.041254
220	 1.17917	 1.60410	 3.02717	 7.28705	 1.53745	 3.08340	 4.69149	 0.07372	 0.08761	 0.92600	17.62942	-1348.743327	-1401788.640939	-53045.313892
221	 1.14066	 1.54057	 2.93465	 7.26773	 1.49228	 3.07523	 4.67905	 0.07352	 0.08738	 0.92355	17.90271	-1348.730857	-1401802.136739	-53071.280217
222	 1.14404	 1.46040	 3.09565	 7.64215	 1.49670	 3.23347	 4.69293	 0.07374	 0.08764	 0.93790	18.28805	-1348.953779	-1401834.908130	-52881.128656
223	 1.14102	 1.51587	 3.20212	 7.99508	 1.38865	 3.35549	 4.68053	 0.07354	 0.08741	 0.93542	17.79499	-1348.923905	-1401830.622660	-52906.717559
224	 1.09837	 1.57942	 3.11591	 8.01448	 1.43012	 3.36364	 4.69189	 0.07372	 0.08762	 0.93769	17.75191	-1349.011317	-1401797.845584	-52786.528480
225	 1.05079	 1.48389	 3.11188	 8.14165	 1.47624	 3.35929	 4.52770	 0.07363	 0.08751	 0.93648	18.04291	-1348.994482	-1401801.809382	-52807.327828
226	 1.10071	 1.48875	 3.20516	 7.85866	 1.48107	 3.37028	 4.61157	 0.07387	 0.08779	 0.93954	18.21082	-1348.962293	-1401767.016433	-52804.723109
227	 1.10261	 1.42600	 3.05772	 7.87227	 1.48363	 3.21460	 4.78418	 0.07400	 0.09254	 0.94117	17.78280	-1348.961757	-1401757.301785	-52795.544934
228	 1.14655	 1.39804	 3.00415	 7.56380	 1.55788	 3.22364	 4.79763	 0.07420	 0.09280	 0.94382	17.28503	-1348.837178	-1401752.417726	-52915.240116
229	 1.11224	 1.39419	 2.81463	 7.96252	 1.64196	 3.12974	 4.78444	 0.07400	 0.09255	 0.92387	17.50054	-1348.571202	-1401732.293290	-53161.091788
230	 1.15417	 1.32425	 2.89314	 7.72835	 1.63657	 3.11946	 4.76873	 0.07376	 0.09471	 0.92084	17.28564	-1348.714954	-1401732.443134	-53017.488985
231	 1.15833	 1.30665	 3.01596	 7.33835	 1.64246	 3.13069	 4.69924	 0.07402	 0.09505	 0.92415	17.51409	-1348.753435	-1401739.864551	-52986.429094
232	 1.10491	 1.35411	 2.89707	 7.66856	 1.55051	 3.15308	 4.68481	 0.07755	 0.09583	 0.92131	17.25428	-1348.619098	-1401733.545428	-53114.447618
233	 1.04642	 1.33385	 2.79051	 8.13638	 1.61263	 3.19475	 4.69941	 0.07779	 0.09613	 0.92419	17.69733	-1348.674084	-1401790.482174	-53116.398488
234	 1.06752	 1.37796	 2.84235	 8.47760	 1.55415	 3.20746	 4.71810	 0.07810	 0.09651	 0.92786	17.90887	-1348.759320	-1401746.566113	-52987.245680
235	 0.99984	 1.42454	 2.83495	 8.45553	 1.50742	 3.19911	 4.70582	 0.07790	 0.09259	 0.92545	18.38132	-1348.680985	-1401722.215988	-53041.231280
236	 0.95861	 1.45799	 2.90977	 8.71574	 1.46069	 3.21109	 4.58266	 0.07819	 0.09294	 0.94134	18.92310	-1348.722874	-1401745.174899	-53022.300824
237	 1.01469	 1.52666	 2.91879	 8.37440	 1.40674	 3.22104	 4.59686	 0.07843	 0.09323	 0.92753	19.22830	-1348.664587	-1401738.100850	-53073.514326
238	 1.01104	 1.52116	 2.75723	 8.11382	 1.47873	 3.15703	 4.38870	 0.07815	 0.09289	 0.92419	18.80209	-1348.640889	-1401796.489874	-53155.600718
239	 1.02036	 1.58745	 2.74932	 7.65834	 1.57836	 3.25358	 4.50328	 0.07793	 0.09263	 0.92154	19.17447	-1348.818730	-1401848.026046	-53029.296526
240	 1.04739	 1.52037	 2.64279	 7.64410	 1.49434	 3.24754	 4.49491	 0.07778	 0.09245	 0.91983	18.74840	-1348.633378	-1401761.945659	-53128.567311
241	 1.08550	 1.56603	 2.61225	 7.65586	 1.41963	 3.25253	 4.50182	 0.07073	 0.09260	 0.92124	18.87732	-1348.689226	-1401701.880964	-53012.655460
242	 1.12247	 1.53875	 2.53916	 8.02965	 1.39026	 3.26170	 4.63469	 0.07093	 0.09286	 0.92384	19.07320	-1348.782204	-1401772.173493	-52989.969684
243	 1.11821	 1.47588	 2.63172	 8.41391	 1.38498	 3.14423	 4.61709	 0.07066	 0.09250	 0.90644	19.61786	-1348.719048	-1401775.781362	-53056.733654
244	 1.18032	 1.54236	 2.57365	 8.19356	 1.43512	 3.13527	 4.73568	 0.07046	 0.09224	 0.90385	20.13937	-1348.661159	-1401780.091821	-53118.932551
245	 1.12586	 1.61479	 2.47744	 8.04718	 1.53844	 3.04183	 4.58875	 0.07046	 0.09224	 0.90385	20.58190	-1348.582145	-1401806.686916	-53224.541988
246	 1.18037	 1.55808	 2.45767	 7.68286	 1.50223	 3.08282	 4.75381	 0.07027	 0.09200	 0.90152	20.96724	-1348.719090	-1401788.948560	-53069.858638
247	 1.23437	 1.47483	 2.56370	 7.99327	 1.57677	 3.08897	 4.76329	 0.07041	 0.09219	 0.90332	20.30960	-1348.827514	-1401809.724248	-52982.210591
248	 1.23509	 1.55814	 2.70475	 7.69389	 1.58637	 3.09078	 4.76609	 0.07046	 0.09224	 0.90385	19.72206	-1348.851784	-1401766.280454	-52914.496204
249	 1.19732	 1.59152	 2.78229	 7.44428	 1.49428	 3.09992	 4.78019	 0.07066	 0.09251	 0.90652	20.11076	-1348.945322	-1401787.634342	-52842.312247
250	 1.19799	 1.52524	 2.88273	 7.67351	 1.43460	 3.10164	 4.78283	 0.07070	 0.09256	 0.90702	19.83001	-1348.854442	-1401795.077373	-52940.634905
251	 1.17673	 1.52217	 3.04198	 7.44751	 1.47333	 3.09538	 4.77318	 0.07056	 0.09238	 0.90519	20.32151	-1348.762381	-1401723.453350	-52961.072590
252	 1.14674	 1.46530	 3.02274	 7.18503	 1.52496	 3.08819	 4.76210	 0.07040	 0.09216	 0.90309	20.73075	-1348.630179	-1401751.716346	-53121.537357
253	 1.22636	 1.47146	 2.93594	 6.89953	 1.47202	 3.10118	 4.78212	 0.07069	 0.09255	 0.90689	20.24605	-1348.695984	-1401753.480742	-53057.496950
254	 1.23044	 1.56833	 2.77542	 6.92247	 1.41471	 3.27391	 4.79802	 0.07093	 0.09286	 0.92413	19.81747	-1348.761921	-1401752.565422	-52990.644282
255	 1.25634	 1.65708	 2.76611	 6.60357	 1.30467	 3.26293	 4.78194	 0.07069	 0.09255	 0.93426	19.51867	-1348.937752	-1401818.696051	-52880.943961
256	 1.32676	 1.59576	 2.83714	 6.81850	 1.30815	 3.39313	 4.79468	 0.07088	 0.09279	 0.93675	18.85050	-1348.944508	-1401741.021881	-52796.513428
257	 1.25742	 1.59780	 2.72509	 6.65816	 1.36937	 3.44302	 4.80082	 0.07097	 0.09092	 0.93795	18.35593	-1348.948726	-1401805.757907	-52857.032018
258	 1.31615	 1.52144	 2.71546	 6.68021	 1.40092	 3.43086	 4.78386	 0.07072	 0.09891	 0.93464	18.25991	-1348.999492	-1401737.755055	-52738.262597
259	 1.35105	 1.44202	 2.71792	 6.43386	 1.44182	 3.42147	 4.77078	 0.07052	 0.09864	 0.93208	17.88517	-1349.028864	-1401764.521011	-52735.656883
260	 1.31561	 1.40476	 2.72335	 6.44670	 1.49179	 3.42830	 4.88472	 0.07067	 0.09996	 0.93394	18.26375	-1349.080317	-1401791.582307	-52711.264996
261	 1.37484	 1.48851	 2.81761	 6.36131	 1.49420	 3.43382	 4.89259	 0.07078	 0.10012	 0.93545	17.88989	-1349.102401	-1401746.507871	-52644.106608
262	 1.33031	 1.53945	 2.92330	 6.21709	 1.54582	 3.42444	 4.87921	 0.07059	 0.09985	 0.93289	17.85510	-1349.095654	-1401773.867222	-52678.213102
263	 1.28595	 1.48085	 2.82087	 6.38400	 1.59287	 3.43227	 4.89037	 0.07075	 0.10007	 0.93502	18.18575	-1349.059231	-1401782.695528	-52723.464530
264	 1.25177	 1.55853	 2.69017	 6.11796	 1.59413	 3.43499	 4.89424	 0.07080	 0.09264	 0.93576	18.81119	-1349.023368	-1401739.273559	-52715.905927
265	 1.30682	 1.62453	 2.80857	 6.41256	 1.52035	 3.33929	 4.90793	 0.07100	 0.09290	 0.93838	19.28760	-1349.039790	-1401758.784984	-52718.994873
266	 1.24648	 1.53071	 2.88390	 6.64356	 1.51564	 3.32895	 4.89273	 0.07078	 0.09261	 0.95887	19.83890	-1349.164800	-1401760.287402	-52595.486912
267	 1.31423	 1.53746	 3.03843	 6.99595	 1.48027	 3.48490	 5.19014	 0.07109	 0.09302	 0.96310	19.39626	-1349.249344	-1401765.990916	-52516.646878
268	 1.28281	 1.49728	 3.05268	 7.02877	 1.43695	 3.50125	 5.21448	 0.07143	 0.08836	 0.96762	19.12455	-1349.297264	-1401747.533661	-52450.269850
269	 1.28112	 1.54022	 2.91716	 6.76338	 1.43505	 3.49664	 5.20761	 0.07133	 0.08824	 0.96635	18.63664	-1349.320029	-1401719.888337	-52399.859044
270	 1.21609	 1.48126	 2.81163	 6.54830	 1.48918	 3.50730	 5.22349	 0.07155	 0.08851	 0.95517	18.82551	-1349.301346	-1401713.699444	-52412.353741
271	 1.15701	 1.43996	 2.67799	 6.56992	 1.43823	 3.61395	 5.24074	 0.07179	 0.08880	 0.95642	19.13423	-1349.455456	-1401762.344782	-52306.888719
272	 1.10781	 1.43655	 2.62580	 6.55436	 1.43482	 3.60539	 5.22833	 0.07162	 0.08859	 0.95416	18.74012	-1349.549858	-1401763.344824	-52213.486431
273	 1.08275	 1.50231	 2.47790	 6.57456	 1.52997	 3.61650	 5.24444	 0.07184	 0.08886	 0.95710	19.12525	-1349.438143	-1401710.288981	-52272.146105
274	 1.14195	 1.58419	 2.39543	 6.87416	 1.59516	 3.61650	 5.07144	 0.07184	 0.08886	 0.94340	18.92695	-1349.365104	-1401754.961827	-52389.857953
275	 1.10670	 1.66511	 2.33249	 6.67767	 1.67413	 3.63070	 5.09135	 0.07212	 0.08921	 0.94710	18.85293	-1349.326687	-1401758.773186	-52432.086199
276	 1.10457	 1.59030	 2.36457	 6.38923	 1.67092	 3.62372	 5.08156	 0.07198	 0.08904	 0.91918	18.72765	-1349.284331	-1401780.570357	-52496.239071
277	 1.10302	 1.66004	 2.26368	 6.38024	 1.61199	 3.61862	 5.07441	 0.07188	 0.08892	 0.87951	18.56005	-1349.161770	-1401741.500677	-52579.730829
278	 1.04469	 1.76431	 2.15355	 6.16141	 1.67502	 3.42453	 5.09525	 0.07217	 0.08928	 0.88313	18.81206	-1349.198645	-1401757.230225	-52558.585311
279	 1.00803	 1.87103	 2.30903	 6.18671	 1.60374	 3.43859	 5.11618	 0.07247	 0.08965	 0.88675	19.11643	-1349.213618	-1401759.440690	-52545.822472
280	 1.00547	 1.97189	 2.20638	 6.20103	 1.66734	 3.42986	 4.85091	 0.07229	 0.08942	 0.86222	19.36969	-1348.999828	-1401738.527117	-52738.699113
281	 0.99113	 1.85759	 2.10888	 6.32734	 1.66386	 3.42271	 4.84080	 0.07214	 0.08807	 0.86043	19.93458	-1348.999875	-1401740.889305	-52741.013972
282	 1.01902	 1.78572	 2.19103	 6.65962	 1.74396	 3.42220	 5.06338	 0.07213	 0.08806	 0.86030	19.57383	-1349.131054	-1401726.214131	-52595.159972
283	 0.98661	 1.71404	 2.18636	 6.30162	 1.66654	 3.25118	 5.05257	 0.07197	 0.08787	 0.83528	19.18739	-1348.962953	-1401780.374790	-52817.421732
284	 0.98980	 1.71958	 2.24270	 6.32199	 1.67193	 3.26169	 5.01777	 0.07220	 0.08816	 0.83799	19.46043	-1349.012954	-1401744.529043	-52731.575433
285	 1.03743	 1.75109	 2.13571	 6.55578	 1.59847	 3.13087	 4.99616	 0.07189	 0.08778	 0.81644	19.22794	-1348.868646	-1401771.747932	-52903.101616
286	 1.09038	 1.69633	 2.19258	 6.36468	 1.60343	 3.07382	 4.80404	 0.07212	 0.08805	 0.81897	18.58509	-1348.751364	-1401715.222582	-52963.858291
287	 1.03422	 1.60349	 2.22498	 6.10413	 1.56929	 3.08012	 4.98511	 0.07226	 0.08823	 0.82065	18.11216	-1348.844599	-1401726.614324	-52882.014930
288	 1.07251	 1.65254	 2.29694	 6.46616	 1.50490	 3.06935	 4.96768	 0.07201	 0.08792	 0.81778	17.68892	-1348.717495	-1401703.786681	-52986.291364
289	 1.01485	 1.57556	 2.40682	 6.44680	 1.41983	 2.95988	 4.80454	 0.07180	 0.08766	 0.81533	17.74205	-1348.742258	-1401763.104522	-53020.846612
290	 1.03978	 1.57149	 2.30708	 6.43012	 1.46225	 3.05079	 4.79211	 0.07161	 0.08743	 0.81322	17.34191	-1348.565329	-1401697.120437	-53131.791195
291	 1.07747	 1.56787	 2.19233	 6.66632	 1.42179	 3.04376	 4.78107	 0.07145	 0.08723	 0.81135	16.81671	-1348.659262	-1401673.531181	-53014.268958
292	 1.13422	 1.62432	 2.26996	 6.96999	 1.42737	 3.05572	 4.79985	 0.07173	 0.08757	 0.81453	16.45446	-1348.702554	-1401708.348864	-53005.794981
293	 1.09361	 1.58641	 2.36345	 6.95089	 1.36988	 3.04734	 4.65755	 0.07153	 0.08733	 0.81230	16.24406	-1348.568447	-1401711.288509	-53142.841793
294	 1.07469	 1.63173	 2.36953	 6.71044	 1.28662	 2.90705	 4.66952	 0.07171	 0.08756	 0.81439	15.94740	-1348.498387	-1401736.635096	-53238.248575
295	 1.02967	 1.56862	 2.24800	 6.36278	 1.24095	 2.89839	 4.88794	 0.07150	 0.08730	 0.82767	15.70781	-1348.612055	-1401720.758127	-53108.703340
296	 1.06601	 1.52121	 2.17235	 6.62911	 1.30796	 2.98801	 4.90360	 0.07173	 0.08758	 0.83032	16.01428	-1348.543371	-1401693.696312	-53150.325063
297	 1.11775	 1.46164	 2.21766	 6.93123	 1.25106	 2.99634	 4.91726	 0.07193	 0.08782	 0.83264	15.75696	-1348.583639	-1401745.609111	-53161.969833
298	 1.08577	 1.50634	 2.32173	 6.73299	 1.24734	 3.09928	 4.90264	 0.07171	 0.08844	 0.83016	15.68189	-1348.676731	-1401739.974573	-53063.243812
299	 1.11232	 1.53898	 2.32578	 6.92658	 1.31591	 3.10468	 4.91119	 0.07184	 0.08860	 0.83161	15.93089	-1348.758989	-1401735.380838	-52976.391473
300	 1.18473	 1.56923	 2.22000	 6.50264	 1.31339	 3.09873	 5.18716	 0.07170	 0.08843	 0.83001	16.25069	-1348.909704	-1401768.188130	-52858.483985
301	 1.19843	 1.50424	 2.23146	 6.68300	 1.26289	 3.09873	 5.18716	 0.07170	 0.08843	 0.83001	16.12137	-1348.932744	-1401758.881150	-52826.137345
302	 1.26051	 1.56727	 2.30622	 7.03918	 1.26732	 3.10960	 4.96505	 0.07195	 0.08281	 0.83292	15.78194	-1348.945831	-1401732.934184	-52787.103490
303	 1.25710	 1.51536	 2.29998	 7.15225	 1.21705	 3.10119	 4.95162	 0.07176	 0.08259	 0.83067	15.61071	-1348.986033	-1401777.279685	-52791.246456
304	 1.26493	 1.46007	 2.35869	 7.32852	 1.18749	 3.09216	 4.93720	 0.07155	 0.08235	 0.82825	15.97260	-1348.828398	-1401690.774322	-52862.376545
305	 1.26685	 1.52165	 2.30780	 7.67805	 1.14000	 3.17200	 5.14363	 0.07166	 0.08247	 0.82951	15.62343	-1349.114421	-1401732.272130	-52617.850723
306	 1.26495	 1.58818	 2.42450	 7.96342	 1.18408	 3.16725	 5.13592	 0.07155	 0.08235	 0.82827	15.22746	-1349.128332	-1401708.620449	-52580.288105
307	 1.30228	 1.49065	 2.51191	 8.37830	 1.14012	 3.15833	 5.12147	 0.07135	 0.08212	 0.82594	15.43261	-1349.102255	-1401719.037420	-52616.782517
308	 1.29718	 1.51044	 2.66288	 8.69129	 1.18897	 3.14598	 5.10143	 0.07107	 0.08180	 0.82270	15.84671	-1348.882584	-1401727.269516	-52844.685174
